LDA	150	125	75	50	266	0.1
\TheName{}1.0	164	127	73	36	1127	0.1
\TheName{}1.5	165	124	76	35	1115	0.1
\TheName{}2.0	167	121	79	33	1121	0.1
\TheName{}2.5	165	118	82	35	1116	0.1
\TheName{}3.0	165	117	83	35	1117	0.0975
SDA-1.0	164	116	84	36	1082	0.1
SDA-1.5	163	116	84	37	1082	0.105
SDA-2.0	163	116	84	37	1098	0.1
SDA-2.5	161	116	84	39	1084	0.1
SDA-3.0	161	117	83	39	1087	0.1
DTree-10	164	115	85	36	6	0.005
DTree-20	163	110	90	37	8	0.0025
LinearSVM	144	140	60	56	1381	0.0025
NLSVM-0.1	200	7	193	0	109	0.29
NLSVM-1.0	187	38	162	13	82	0.1975
NLSVM-10	166	113	87	34	65	0.15
LR-1	131	123	77	69	1641	0.0025
AdaBoost-100	72	177	23	128	4661	0.1575
AdaBoost-200	72	177	23	128	9465	0.3525
RFC-100	101	161	39	99	187	0.0325
RFC-200	128	153	47	72	390	0.0825
LDA	119	135	65	81	270	0.0975
\TheName{}1.0	156	115	85	44	1116	0.1075
\TheName{}1.5	166	112	88	34	1118	0.1
\TheName{}2.0	167	108	92	33	1106	0.1
\TheName{}2.5	171	103	97	29	1119	0.1
\TheName{}3.0	173	101	99	27	1131	0.0975
SDA-1.0	173	103	97	27	1072	0.1025
SDA-1.5	175	102	98	25	1067	0.1
SDA-2.0	175	101	99	25	1074	0.1
SDA-2.5	176	99	101	24	1073	0.1
SDA-3.0	176	98	102	24	1075	0.1025
DTree-10	170	97	103	30	6	0.0025
DTree-20	147	126	74	53	10	0.005
LinearSVM	140	110	90	60	704	0.0075
NLSVM-0.1	4	199	1	196	108	0.2975
NLSVM-1.0	27	191	9	173	80	0.2075
NLSVM-10	173	101	99	27	68	0.16
LR-1	131	128	72	69	2376	0.005
AdaBoost-100	72	179	21	128	5394	0.17
AdaBoost-200	72	179	21	128	10750	0.3475
RFC-100	135	143	57	65	186	0.0325
RFC-200	87	169	31	113	376	0.0775
LDA	126	123	77	74	267	0.1
\TheName{}1.0	150	114	86	50	1125	0.1025
\TheName{}1.5	154	112	88	46	1108	0.0975
\TheName{}2.0	160	107	93	40	1116	0.1
\TheName{}2.5	162	108	92	38	1114	0.1075
\TheName{}3.0	162	107	93	38	1125	0.1
SDA-1.0	164	107	93	36	1085	0.0975
SDA-1.5	163	107	93	37	1084	0.0975
SDA-2.0	166	105	95	34	1082	0.1
SDA-2.5	167	107	93	33	1075	0.0975
SDA-3.0	166	107	93	34	1071	0.1025
DTree-10	138	130	70	62	6	0.005
DTree-20	134	128	72	66	10	0.0025
LinearSVM	139	123	77	61	1904	0.005
NLSVM-0.1	200	2	198	0	110	0.29
NLSVM-1.0	80	159	41	120	81	0.2025
NLSVM-10	152	113	87	48	65	0.155
LR-1	124	125	75	76	1495	0.005
AdaBoost-100	128	131	69	72	5358	0.1525
AdaBoost-200	128	131	69	72	10646	0.3425
RFC-100	78	162	38	122	203	0.02
RFC-200	92	161	39	108	394	0.08
LDA	137	138	62	63	268	0.1025
\TheName{}1.0	171	129	71	29	1116	0.0975
\TheName{}1.5	173	125	75	27	1125	0.1
\TheName{}2.0	175	120	80	25	1131	0.1
\TheName{}2.5	177	117	83	23	1117	0.1
\TheName{}3.0	176	116	84	24	1122	0.0975
SDA-1.0	172	113	87	28	1079	0.1
SDA-1.5	171	109	91	29	1082	0.1075
SDA-2.0	171	109	91	29	1081	0.1
SDA-2.5	171	109	91	29	1090	0.1
SDA-3.0	170	109	91	30	1082	0.1
DTree-10	146	141	59	54	7	0.0025
DTree-20	146	140	60	54	10	0.0025
LinearSVM	153	138	62	47	878	0.005
NLSVM-0.1	1	200	0	199	108	0.3
NLSVM-1.0	56	164	36	144	79	0.2075
NLSVM-10	181	108	92	19	65	0.15
LR-1	140	138	62	60	2744	0.005
AdaBoost-100	63	185	15	137	7985	0.15
AdaBoost-200	56	186	14	144	16921	0.345
RFC-100	109	159	41	91	186	0.03
RFC-200	146	145	55	54	371	0.0725
LDA	143	128	72	57	266	0.0975
\TheName{}1.0	165	110	90	35	1114	0.1025
\TheName{}1.5	172	111	89	28	1127	0.1
\TheName{}2.0	172	109	91	28	1116	0.105
\TheName{}2.5	172	108	92	28	1109	0.1
\TheName{}3.0	172	108	92	28	1118	0.1
SDA-1.0	172	105	95	28	1089	0.1
SDA-1.5	172	106	94	28	1075	0.0975
SDA-2.0	172	106	94	28	1071	0.1
SDA-2.5	172	103	97	28	1075	0.1
SDA-3.0	172	104	96	28	1083	0.1025
DTree-10	138	130	70	62	5	0.005
DTree-20	144	123	77	56	9	0.0025
LinearSVM	144	124	76	56	642	0.0025
NLSVM-0.1	2	200	0	198	108	0.295
NLSVM-1.0	67	161	39	133	81	0.205
NLSVM-10	173	110	90	27	71	0.1675
LR-1	142	130	70	58	2681	0.005
AdaBoost-100	77	182	18	123	6530	0.1725
AdaBoost-200	77	182	18	123	11793	0.345
RFC-100	99	164	36	101	179	0.03
RFC-200	100	162	38	100	370	0.07
LDA	135	130	70	65	264	0.1
\TheName{}1.0	156	121	79	44	1128	0.1
\TheName{}1.5	165	118	82	35	1131	0.1
\TheName{}2.0	164	113	87	36	1112	0.1
\TheName{}2.5	164	111	89	36	1117	0.1075
\TheName{}3.0	164	109	91	36	1113	0.11
SDA-1.0	164	110	90	36	1079	0.0975
SDA-1.5	163	104	96	37	1083	0.1
SDA-2.0	164	104	96	36	1082	0.0975
SDA-2.5	164	104	96	36	1076	0.1
SDA-3.0	164	103	97	36	1079	0.1
DTree-10	180	76	124	20	6	0.005
DTree-20	165	91	109	35	9	0.0025
LinearSVM	139	129	71	61	1321	0.005
NLSVM-0.1	105	130	70	95	107	0.2975
NLSVM-1.0	88	151	49	112	81	0.21
NLSVM-10	157	105	95	43	67	0.1575
LR-1	136	132	68	64	2710	0.005
AdaBoost-100	59	177	23	141	5864	0.16
AdaBoost-200	59	177	23	141	12245	0.345
RFC-100	66	172	28	134	179	0.03
RFC-200	73	161	39	127	375	0.0725
LDA	149	124	76	51	268	0.1025
\TheName{}1.0	165	114	86	35	1122	0.0975
\TheName{}1.5	172	113	87	28	1121	0.1
\TheName{}2.0	172	113	87	28	1112	0.1
\TheName{}2.5	174	111	89	26	1113	0.1
\TheName{}3.0	176	108	92	24	1115	0.1025
SDA-1.0	173	110	90	27	1117	0.1
SDA-1.5	173	110	90	27	1085	0.1
SDA-2.0	173	107	93	27	1086	0.0975
SDA-2.5	174	107	93	26	1088	0.1025
SDA-3.0	173	107	93	27	1074	0.1
DTree-10	188	79	121	12	6	0.005
DTree-20	179	85	115	21	9	0.005
LinearSVM	160	125	75	40	808	0.005
