LDA	153	109	91	47	801	0.625
SDA-0.5	144	169	31	56	2009	0.2125
SDA-1.0	143	169	31	57	1937	0.185
SDA-1.5	143	169	31	57	1818	0.165
SDA-2.0	143	169	31	57	2034	0.18
SDA-2.5	142	169	31	58	1733	0.175
SDA-3.0	141	169	31	59	1663	0.195
\TheName{}-0.5	178	152	48	22	1875	0.26
\TheName{}-1.0	161	172	28	39	2027	0.1725
\TheName{}-1.5	150	172	28	50	2245	0.165
\TheName{}-2.0	144	172	28	56	1721	0.165
\TheName{}-2.5	143	170	30	57	1783	0.1675
\TheName{}-3.0	143	170	30	57	1630	0.2425
SVM	164	150	50	36	19	0.0275
LR	0	200	0	200	29	0.0125
Ye-LDA	123	171	29	77	313	0.02
DTree-10	95	170	30	105	81	0.015
DTree-20	112	152	48	88	19	0.01
RFC-50	73	185	15	127	84	0.0125
RFC-100	74	181	19	126	12	0.0175
NLSVM-0.1	200	9	191	0	32	0.045
NLSVM-1.0	75	150	50	125	2	0.03
NLSVM-10	199	71	129	1	2	0.0275
LDA	172	141	59	28	410	0.28
SDA-0.5	175	155	45	25	1795	0.1675
SDA-1.0	175	155	45	25	1676	0.17
SDA-1.5	175	154	46	25	1795	0.18
SDA-2.0	175	154	46	25	1870	0.165
SDA-2.5	175	154	46	25	1642	0.18
SDA-3.0	175	154	46	25	1611	0.165
\TheName{}-0.5	176	163	37	24	1636	0.165
\TheName{}-1.0	181	153	47	19	1700	0.175
\TheName{}-1.5	180	154	46	20	1984	0.165
\TheName{}-2.0	179	154	46	21	1677	0.165
\TheName{}-2.5	179	154	46	21	1708	0.2175
\TheName{}-3.0	178	154	46	22	1689	0.165
SVM	173	148	52	27	2	0.01
LR	0	200	0	200	3	0.015
Ye-LDA	127	161	39	73	144	0.0175
DTree-10	93	167	33	107	18	0.015
DTree-20	117	157	43	83	16	0.015
RFC-50	67	183	17	133	7	0.0125
RFC-100	63	189	11	137	11	0.0225
NLSVM-0.1	0	200	0	200	1	0.04
NLSVM-1.0	12	194	6	188	0	0.0375
NLSVM-10	54	195	5	146	1	0.02
LDA	149	143	57	51	517	0.2625
SDA-0.5	153	161	39	47	1596	0.165
SDA-1.0	152	162	38	48	1516	0.1625
SDA-1.5	151	162	38	49	1849	0.165
SDA-2.0	151	161	39	49	1623	0.1625
SDA-2.5	151	161	39	49	1670	0.1625
SDA-3.0	151	161	39	49	1737	0.185
\TheName{}-0.5	128	102	98	72	1861	0.1675
\TheName{}-1.0	170	161	39	30	1903	0.1775
\TheName{}-1.5	164	160	40	36	1839	0.17
\TheName{}-2.0	159	162	38	41	1881	0.1675
\TheName{}-2.5	159	161	39	41	1892	0.1825
\TheName{}-3.0	156	161	39	44	1778	0.165
SVM	158	142	58	42	2	0.005
LR	0	200	0	200	2	0.0075
Ye-LDA	123	163	37	77	133	0.0025
DTree-10	95	145	55	105	4	0.0175
DTree-20	124	131	69	76	7	0.01
RFC-50	70	180	20	130	34	0.0075
RFC-100	78	176	24	122	18	0.0175
NLSVM-0.1	1	200	0	199	1	0.07
NLSVM-1.0	197	66	134	3	6	0.02
NLSVM-10	200	0	200	0	0	0.0275
LDA	101	178	22	99	470	0.2425
SDA-0.5	80	185	15	120	1562	0.1825
SDA-1.0	80	185	15	120	1658	0.1825
SDA-1.5	80	184	16	120	1714	0.165
SDA-2.0	80	184	16	120	1532	0.1625
SDA-2.5	80	184	16	120	1575	0.165
SDA-3.0	80	184	16	120	1591	0.175
\TheName{}-0.5	129	23	177	71	1627	0.185
\TheName{}-1.0	134	38	162	66	1777	0.1625
\TheName{}-1.5	159	131	69	41	1719	0.1675
\TheName{}-2.0	97	183	17	103	1652	0.1625
\TheName{}-2.5	85	186	14	115	1635	0.1625
\TheName{}-3.0	84	185	15	116	1582	0.165
SVM	111	172	28	89	2	0.005
LR	0	200	0	200	2	0.005
Ye-LDA	79	172	28	121	120	0.0075
DTree-10	110	147	53	90	15	0.1175
DTree-20	112	144	56	88	6	0.0
RFC-50	53	193	7	147	7	0.01
RFC-100	53	189	11	147	19	0.0125
NLSVM-0.1	200	10	190	0	0	0.025
NLSVM-1.0	162	84	116	38	2	0.035
NLSVM-10	51	194	6	149	1	0.0175
LDA	131	153	47	69	391	0.3825
SDA-0.5	109	174	26	91	1734	0.175
SDA-1.0	105	174	26	95	1820	0.165
SDA-1.5	103	173	27	97	1782	0.1775
SDA-2.0	103	173	27	97	1614	0.165
SDA-2.5	103	173	27	97	1690	0.1625
SDA-3.0	103	173	27	97	1684	0.165
\TheName{}-0.5	129	111	89	71	1722	0.1775
\TheName{}-1.0	122	174	26	78	1920	0.1675
\TheName{}-1.5	115	173	27	85	1751	0.17
\TheName{}-2.0	113	174	26	87	1795	0.165
\TheName{}-2.5	111	174	26	89	1770	0.165
\TheName{}-3.0	110	173	27	90	1742	0.1675
SVM	153	151	49	47	2	0.0125
LR	200	0	200	0	3	0.015
Ye-LDA	122	165	35	78	105	0.005
DTree-10	99	145	55	101	13	0.0025
DTree-20	106	141	59	94	3	0.005
RFC-50	68	183	17	132	15	0.005
RFC-100	62	182	18	138	24	0.0125
NLSVM-0.1	198	6	194	2	1	0.04
NLSVM-1.0	190	34	166	10	1	0.0225
NLSVM-10	198	63	137	2	1	0.02
LDA	166	140	60	34	310	0.285
SDA-0.5	159	155	45	41	1643	0.165
SDA-1.0	159	155	45	41	1880	0.1725
SDA-1.5	159	155	45	41	1626	0.1675
SDA-2.0	160	155	45	40	1619	0.1625
SDA-2.5	160	155	45	40	1611	0.1625
SDA-3.0	160	154	46	40	1619	0.165
\TheName{}-0.5	149	154	46	51	1665	0.165
\TheName{}-1.0	161	160	40	39	1777	0.1775
\TheName{}-1.5	162	160	40	38	1795	0.17
\TheName{}-2.0	162	157	43	38	1734	0.1675
\TheName{}-2.5	160	157	43	40	1697	0.165
\TheName{}-3.0	160	156	44	40	1650	0.1675
SVM	173	144	56	27	1	0.0075
LR	0	200	0	200	1	0.005
Ye-LDA	135	162	38	65	111	0.0025
DTree-10	94	168	32	106	2	0.005
DTree-20	100	166	34	100	3	0.0025
RFC-50	38	190	10	162	45	0.005
RFC-100	45	189	11	155	34	0.01
NLSVM-0.1	200	9	191	0	3	0.0825
NLSVM-1.0	198	28	172	2	0	0.02
NLSVM-10	200	0	200	0	4	0.0175
LDA	159	141	59	41	304	0.29
SDA-0.5	186	119	81	14	1654	0.1675
SDA-1.0	186	120	80	14	1694	0.165
SDA-1.5	186	120	80	14	1654	0.1625
