LDA	102	115	85	98	324	0.165
SDA-0.5	118	166	34	82	1516	0.1625
SDA-1.0	119	166	34	81	1494	0.1825
SDA-1.5	118	166	34	82	1499	0.165
SDA-2.0	118	166	34	82	1498	0.165
SDA-2.5	118	166	34	82	1492	0.1725
SDA-3.0	118	166	34	82	1600	0.1625
\TheName{}-0.5	172	139	61	28	1526	0.1825
\TheName{}-1.0	154	175	25	46	1568	0.165
\TheName{}-1.5	135	169	31	65	1571	0.17
\TheName{}-2.0	127	168	32	73	1560	0.165
\TheName{}-2.5	123	166	34	77	1633	0.17
\TheName{}-3.0	122	165	35	78	1569	0.175
SVM	174	157	43	26	11	0.005
LR	0	200	0	200	1	0.0025
Ye-LDA	138	174	26	62	205	0.005
DTree-10	74	180	20	126	4	0.0
DTree-20	90	172	28	110	7	0.0025
RFC-50	87	182	18	113	57	0.0125
RFC-100	95	180	20	105	113	0.0325
NLSVM-0.1	199	19	181	1	11	0.1025
NLSVM-1.0	52	178	22	148	9	0.08
NLSVM-10	91	190	10	109	8	0.0775
LDA	97	121	79	103	338	0.185
SDA-0.5	134	172	28	66	1500	0.1775
SDA-1.0	133	172	28	67	1536	0.1675
SDA-1.5	133	172	28	67	1459	0.165
SDA-2.0	133	172	28	67	1534	0.165
SDA-2.5	133	172	28	67	1537	0.175
SDA-3.0	133	172	28	67	1452	0.1775
\TheName{}-0.5	164	140	60	36	1593	0.1675
\TheName{}-1.0	152	178	22	48	1580	0.17
\TheName{}-1.5	144	177	23	56	1516	0.175
\TheName{}-2.0	144	176	24	56	1653	0.1775
\TheName{}-2.5	139	175	25	61	1607	0.1725
\TheName{}-3.0	139	174	26	61	1587	0.1725
SVM	175	172	28	25	14	0.005
LR	0	200	0	200	0	0.005
Ye-LDA	142	177	23	58	207	0.0025
DTree-10	71	181	19	129	4	0.0025
DTree-20	87	178	22	113	6	0.005
RFC-50	107	178	22	93	22	0.0125
RFC-100	92	182	18	108	144	0.055
NLSVM-0.1	2	200	0	198	11	0.1325
NLSVM-1.0	181	109	91	19	9	0.0925
NLSVM-10	190	140	60	10	8	0.0825
LDA	96	130	70	104	332	0.1825
SDA-0.5	109	178	22	91	1533	0.1675
SDA-1.0	108	178	22	92	1456	0.165
SDA-1.5	108	177	23	92	1460	0.165
SDA-2.0	108	177	23	92	1512	0.1775
SDA-2.5	107	177	23	93	1469	0.165
SDA-3.0	107	177	23	93	1433	0.18
